PRODUCT_ID,mape_forecast_sale1,mape_forecast_sale2
10193892,0.23350668391710336,0.0384585530000904
10406893,0.31901499156368684,0.33977789252153784
10196342,0.3370386225222993,0.2658009899297269
10194793,0.38228617095458334,0.3669117792984714
10305215,0.387018630163377,0.3816340749704568
10011250,0.40191890364491484,0.39541100959707987
10196423,0.4021410724437306,0.36963747092837784
10011214,0.4037629311476926,0.39343595972684087
10196064,0.4045488269760647,0.3536459111159257
10196444,0.4128929144249893,0.42573776707983724
10011213,0.4187563590141608,0.4143950915476792
10011241,0.41997769414154845,0.4047469667422036
10011290,0.4211408429896934,0.4083798557093348
10196425,0.42694112978833176,0.42088313726323373
10193991,0.4272793997022807,0.420370900574004
10194719,0.427647525199583,0.43122790550127676
10011240,0.4280368547395901,0.4298884293548719
10011253,0.42821528402249276,0.4136717750828175
10011242,0.43154955844176435,0.4271289330631522
10229190,0.4330352984709384,0.4289919866279893
10011289,0.4341432644724621,0.42284795748089127
10196424,0.43641605375872045,0.4350461703052595
10640295,0.4392805891051736,0.4504358761401292
10012968,0.4393995916641862,0.42610755525303323
10306590,0.44139804147129974,0.4127734196158422
10196373,0.44174062936804875,0.43362134136535097
10196417,0.44179420869430897,0.4200663057085321
10014575,0.44290264483809144,0.43632240337482603
10196225,0.4443925080487156,0.39632047441412954
10011224,0.4450253611978871,0.44129417687527195
10604946,0.4455937762153608,0.4385584190583347
10196001,0.44586484280684996,0.45094777553586196
10195590,0.4479810506140966,0.4443537565231851
10195597,0.4497250777568508,0.4484731988880059
10011216,0.44988666571662883,0.4483270680164818
10195621,0.45128799148025617,0.4502707404396367
10056551,0.4513242933723837,0.4473538930662862
10196418,0.45145283272921366,0.4454379070024046
10150203,0.45400533316308306,0.45151773363105524
10013310,0.45459225001890624,0.4509980473477344
10196426,0.45595646884963664,0.44208216544011053
10323933,0.4559624354371015,0.4821072415711619
10011288,0.458482532386467,0.4525181840586086
10194097,0.4590794161475543,0.47190933335062524
10012784,0.4592990102091214,0.47905333952765733
10196419,0.4617517826186547,0.44771793848495905
10011276,0.46245481627246166,0.4560904863620816
10013471,0.462681443717826,0.45773375708192454
10601528,0.464320689479703,0.4445991116127937
10060861,0.464506409901805,0.4618213226557123
10606942,0.4645546073262204,0.44819774332395296
10196289,0.4659782996141569,0.47223991898776013
10616438,0.4660733606727998,0.4598384350886401
10195650,0.4667067164913307,0.4655834364781522
10620866,0.46994596176191206,0.4664955526170572
10193881,0.4701607891640618,0.4669508042882549
10196437,0.47025509030123797,0.4986742158604103
10011898,0.47159656362614133,0.4690642852646418
10604941,0.4746484199781705,0.46202655346460164
10011726,0.4751779870273847,0.46425156693043496
10150447,0.47536976914148227,0.4846118407693378
10196224,0.47694792863143237,0.4809050131581504
10196211,0.4777632587600614,0.46796999737526007
10016358,0.4785997453752238,0.46822576542150973
10196002,0.4786986661169992,0.47612323271485396
10012782,0.4809110815532606,0.47485192860815706
10196070,0.4816274560012435,0.4781046563303424
10011220,0.4848105552113398,0.48687063644782996
10012783,0.4851461491739837,0.4915061419933274
10195185,0.48679087638434776,0.4862214264546396
10071579,0.48828086488834455,0.4951319342452224
10405859,0.4887723989889126,0.4813816705019254
10196212,0.48895751384100533,0.4978037538853203
10011215,0.4927047436040056,0.49504704918229203
10015129,0.4927421621577581,0.49652800728897944
10150217,0.4972865966246201,0.5022839410355052
10150460,0.49936130068502377,0.4846805854111422
10196389,0.5003473484638622,0.5319300335958144
10601525,0.5018848030842877,0.4903183474667956
10196300,0.5019726274288859,0.5072290954904018
10011651,0.5021642175247223,0.5042741613265033
10406966,0.502396095071719,0.507637850867576
10011640,0.5040171284736703,0.5042763813189026
10306588,0.504217434781575,0.477689116518689
10193880,0.5076707101035045,0.5076123420305454
10012910,0.5082649720256706,0.508788972240088
10229108,0.5083860904258979,0.5184491809624658
10230524,0.5091179728656899,0.50148004387373
10195997,0.5105587484386391,0.4639493757869884
10196387,0.5109367750892988,0.5374461357046022
10011725,0.5143233435282246,0.5071402317342492
10011637,0.515267123369574,0.5165693333688406
10323741,0.5159143813643101,0.5327673882947953
10013198,0.5218249440240239,0.5223157840605055
10190632,0.5242312202623587,0.5292334026931262
10230515,0.5281220821643767,0.5216370175625076
10014029,0.5293218531583636,0.5354436514203256
10193893,0.5317823816756022,0.49910861472304274
10639678,0.5318356218471699,0.5369793117112768
10306586,0.533480000124484,0.5081231776323762
10230516,0.5336786145176097,0.5462686491631722
10011891,0.5340879604322506,0.5318612353362494
10193978,0.5365045076880661,0.5439603676307713
10056560,0.5366904291131261,0.5380393530058959
10011771,0.5367103389209296,0.5444115851288535
10011650,0.537341695928153,0.5552218551490181
10012008,0.5379948745572911,0.5431071794118721
10196634,0.5390928774002908,0.5534503404449307
10306594,0.5412862008701886,0.5429755088827726
10011639,0.5431691581975051,0.5475478567405966
10194042,0.5432045735921925,0.5526214013392665
10195472,0.545753589171029,0.5280478602409006
10012002,0.5459468002573649,0.5496192750069253
10011759,0.5509502405979776,0.5582002919477541
10014581,0.5513480073861097,0.537213879579028
10190701,0.5528233292158259,0.539558708387453
10196633,0.5529779512077824,0.5603973961765549
10011223,0.5551121508871067,0.5635930087089053
10325366,0.5558908966317538,0.5401724960758887
10195953,0.5572742033375458,0.5618825282055825
10195652,0.5575674501191663,0.5557857444661894
10167037,0.558323064867006,0.559333947292624
10170930,0.5599021142701167,0.5689475900785901
10194059,0.5619678799615299,0.5048579147328257
10196292,0.5677998092754921,0.5772379935375497
10194010,0.5730785275206218,0.5833946423162782
10602085,0.5731077322702803,0.5677814998720236
10190715,0.5735453003986053,0.5794346590465438
10193929,0.5755245992175967,0.5764371403005368
10011944,0.575839679803165,0.5779467596067502
10014262,0.5848729973014304,0.5826837383658837
10167038,0.5867353456322115,0.6177369352404088
10305213,0.588513360720438,0.5932076647648895
10620864,0.5891458071363841,0.5930623057614774
10194054,0.5901661031405736,0.5967477818794723
10601530,0.5909589762670714,0.5911653702276961
10301075,0.5914956811701866,0.5926287801013257
10195555,0.5932519133716434,0.6022302614915082
10193900,0.5953750684372516,0.594744584810743
10011506,0.5957048878872216,0.597384523000105
10013548,0.5973776498410086,0.5793474658733738
10195573,0.5975766264369887,0.6220572883583347
10305349,0.6021609299509569,0.6040778492849359
10013472,0.6060509882492615,0.607320931577893
10615289,0.6061852074015058,0.634042729974453
10013980,0.6105284372675918,0.6135899344209484
10306583,0.6117580973993537,0.5937347939422148
10195648,0.6187118649493139,0.6166528803640922
10150512,0.6234443045542798,0.6292524992565606
10150508,0.6287671705634209,0.6409566693661992
10300005,0.6288816088672037,0.6227276708431205
10150635,0.6314595085327074,0.6352189538148225
10011889,0.6376486887595127,0.631039679474937
10056641,0.6442776320365813,0.6503716463702408
10324065,0.6461973533877974,0.659656985351504
10305217,0.6564355289403345,0.657107280231604
10193862,0.6581429554204365,0.6419936730733277
10325253,0.6647877775430105,0.6756900096809013
10214666,0.6719828605055271,0.6544951155802288
10193895,0.6722444815574111,0.683237710042899
10604143,0.6837687260464426,0.6855453535625516
10012012,0.6965004716408104,0.706086031679789
10325421,0.7519398002875196,0.7333721312404431
10012060,0.7930566143724807,0.7871748080784944
10616562,0.8547599393256415,0.8383690446784033
10193934,1.0,1.0
